,0
2016-10-12,0.0
2016-10-14,0.22777777777777777
2016-10-16,0.7000000000000001
2016-10-18,0.0
2016-10-19,-0.125
2016-10-20,-0.4
2016-10-21,0.0
2016-10-22,0.018181818181818174
2016-10-23,0.1416666666666667
2016-10-24,0.0
2016-10-25,0.85
2016-10-26,-0.1
2016-10-29,0.4214285714285714
2016-10-31,0.11818181818181818
2016-11-01,0.0
2016-11-02,0.0
2016-11-03,0.0
2016-11-04,0.0
2016-11-05,0.0
2016-11-06,0.0
2016-11-07,-0.03181818181818183
2016-11-08,0.0
2016-11-09,0.4166666666666667
2016-11-10,0.8
2016-11-12,0.8
2016-11-13,0.30238095238095236
2016-11-15,0.0
2016-11-16,0.34545454545454546
2016-11-17,0.41250000000000003
2016-11-18,0.8
2016-11-19,0.27542857142857147
2016-11-20,0.5
2016-11-21,0.25
2016-11-22,0.18333333333333332
2016-11-23,0.012499999999999983
2016-11-26,-0.2
2016-11-27,0.35833333333333334
2016-11-28,0.525
2016-11-29,0.8
2016-11-30,0.0
2016-12-02,0.35
2016-12-04,-0.1
2016-12-05,0.0
2016-12-06,-0.1462121212121212
2016-12-07,0.8
2016-12-08,0.5
2016-12-11,0.0
2016-12-12,-0.1
2016-12-13,0.0
2016-12-14,0.8
2016-12-15,0.0
2016-12-16,0.0
2016-12-17,0.3
2016-12-18,-0.25
2016-12-19,0.8
2016-12-20,0.65
2016-12-21,0.15833333333333335
2016-12-22,0.3333333333333333
2016-12-23,0.0
2016-12-25,0.5681818181818181
2016-12-26,0.1
2016-12-27,0.25708333333333333
2016-12-28,0.0
2016-12-29,0.0
2016-12-30,0.08333333333333333
2016-12-31,0.8
2017-01-02,0.19999999999999998
2017-01-03,0.05000000000000002
2017-01-04,0.0
2017-01-05,0.06818181818181818
2017-01-06,-0.25
2017-01-07,0.2819444444444444
2017-01-08,-0.08666666666666666
2017-01-09,0.1
2017-01-11,-0.16666666666666666
2017-01-12,0.25
2017-01-14,0.1
2017-01-15,-0.4698051948051947
2017-01-17,0.012500000000000004
2017-01-19,0.0
2017-01-20,0.0
2017-01-21,0.39375000000000004
2017-01-22,0.25
2017-01-23,0.13333333333333333
2017-01-24,0.0
2017-01-25,0.1625
2017-01-26,0.35952380952380947
2017-01-29,0.4
2017-01-30,0.15
2017-01-31,0.05000000000000002
2017-02-01,-0.6999999999999998
2017-02-02,0.5
2017-02-03,-1.0
2017-02-04,-0.3333333333333333
2017-02-11,0.45499999999999996
2017-02-12,-0.07250000000000001
2017-02-13,1.0
2017-02-14,-0.5
2017-02-15,0.0
2017-02-16,0.0
2017-02-17,0.16
2017-02-18,0.125
2017-02-19,0.0
2017-02-20,0.05000000000000002
2017-02-23,0.25
2017-02-25,0.0
2017-02-26,0.06666666666666667
2017-02-27,0.5
2017-02-28,0.4
2017-03-01,0.0
2017-03-02,0.16
2017-03-03,0.8
2017-03-04,-0.3499999999999999
2017-03-06,0.3952380952380952
2017-03-07,0.09062500000000001
2017-03-09,0.0
2017-03-10,0.0
2017-03-11,0.13333333333333333
2017-03-13,0.5
2017-03-14,0.65
2017-03-15,0.0
2017-03-16,0.37777777777777777
2017-03-18,0.037500000000000006
2017-03-20,0.0
2017-03-21,0.16944444444444443
2017-03-23,0.65
2017-03-25,0.5333333333333333
2017-03-26,0.0
2017-03-27,0.29861111111111116
2017-03-28,-0.5
2017-03-29,0.0
2017-03-30,-0.0625
2017-03-31,0.0
2017-04-01,0.5
2017-04-02,0.2
2017-04-04,0.5666666666666667
2017-04-05,0.12777777777777777
2017-04-08,0.6
2017-04-10,0.8
2017-04-11,0.65
2017-04-12,0.0
2017-04-13,0.51
2017-04-14,0.0
2017-04-17,-0.25
2017-04-18,0.0
2017-04-19,0.0
2017-04-20,0.4
2017-04-23,0.1333333333333333
2017-04-24,0.0
2017-04-25,0.0
2017-04-26,-0.6
2017-04-27,0.0
